movie,sentence,score
장르만 로맨스,주말에 가볍게 웃으면서 재미있게 잘 봤습니다 평점 8점 영화인데 평균 올리려고 10점 줬어요~~ 오랜만에 영화보는데 시간 가는줄 모르고 재미있게 봤네요~ ,10
베놈 2: 렛 데어 비 카니지,베놈1 봐서 봤지만 딱 킬링타임용 ,7
장르만 로맨스,"코미디 아니고 시트콤 느낌의 드라마임. 주인공과 얽힌 여러 사람들과의 관계에 대한 이야기. 초반에 복잡한 관계들을 몰아놓고 후반으로 갈수록 하나씩 풀어나가는 이야기라 뒤로 갈수록 코믹한 요소는 줄어듭니다. 코미디같이 더 빵 터질것이 있나 기대하고 보면 실망할 수도 있는데, 드라마라고 생각하고 보니 살짝 웃으며 끝남. 장르가 애매하니 기대치에 따라 평점이 천차만별인건 어쩔 수 없을 듯. 개인적으로는 배우들의 연기와 영상미와 BGM이 마음에 남았는데, 감독님 감성 내 감성인듯.. 그리고 배우님들 연기가 너~~~~무 좋았음 ",10
라보엠,"국내 자막이 불친절하지만, 그럼에도 무대 연출을 영화로 새롭게 녹여내면서 오페라적 요소도 끝까지 지키면서 다양한 볼거리를 충족시켜 주어 좋았다. ",7
이터널스,정말 보기 힘드네요. 액션을 기대하고 갔으나 ㅠㅠ아들아 미안하다 ,6
강릉,진짜 사투리를 너무못함. 못해서인지 중간중간 서울말 섞어가면서 씀사투리 너무 못해서 영화에 집중이 안됨.내용은 그냥 죽이는거 뿐. ,2
듄,세계관이 너무방대해서 애초에 영화에 모든 스토리를 담을수가없음 근데도 알아가는 재미요소가 도랏음... 2편 기대중입니다. ,10
디어 에반 핸슨,좋게좋게 보려고 했는데.. 중간에 몇분 나가시더라구요... 끝에 알았습니다.. 그들이 옳았다는 걸... ,4
이터널스,생각보다 재미없었음 ,3
라스트 듀얼: 최후의 결투,리들리스콧은 역시 명불허전! ,8
싱크홀,Yellow submarine!!! 그리고 엔딩곡 두개만기억난다그래도 배우들에 연기는 역시 최고 ,8
강릉,그냥 같이 본 사람이 좋았다… ,9
이터널스,마블 영화 사상 최악의 영화. 캐릭터의 행동에 개연성이 하나도 없음. ,4
길,비장하지않아  더  슬픈 영화 ,8
리틀 포레스트,퇴사 권장 영화...감동도 있고 잔잔함이 있고 영상 연출이 섬세하고 보는 동안 마음이 편안합니다 ,10
싱크홀,에휴.. 좋은 배우들 데려다가 뭐한건지;; ,1
이미테이션 게임,문과top(영국판사)이 현대컴퓨터를 만든 이과top(수학영재)를 자의적 법률로 재판하고 묶어서 독살했던 이야기를 잔잔하게 풀어간다. ,8
장르만 로맨스,극한직업 생각났다 존잼 ,10
더 파더,안소니홉킨스의 연기력 ,10
생일,아픔을 이겨내고자 하는 사람들이 보면 좋을영화 ,10
고양이에게 밥을 주지 마세요,남자 평점 1.83 만 봐도 답나오죠 ㅋㅋ재밌음 ,10
장르만 로맨스,"장르는 로맨스.... 맞다 이건 불륜, 중2병 걸린 남자의 첫사랑, 이 것 또한 로맨스라는 장르로 묶여 있는 영화이다. 보다가 눈물이 아닌 가슴이 아려왔다 ",10
디어 에반 핸슨,"주인공 심리는 일반인으로 생각하면 이해 못합니다.. 항우울제, 항불안제를 복용중인 저로서는 상당부분 공감이 되더라구요. 특히나 마지막 부분에 밝혀지는 반전을 접하고 나면 확실하게 알 수 있죠. 죽은 이를 입방아에 올리며 거짓으로 행복을 쌓아올리는 과정에서 불어나는 죄책감과 불안함 때문에 많은 관객들이 불편하셨을거라고 생각해요. 우리는 보통 그런 부정적 감정 때문에 선을 넘지 않죠. 그렇지만 스스로 목숨을 끊고 싶을만큼 괴로웠던 에반에게는 거짓된 삶을 사는 것보다 이전처럼 누구도 곁에 없이 죽은 듯이 사는 삶이 수백배 더 괴로웠을거에요. 그래서 선을 넘는 것을 알면서도 멈출 수가 없었겠죠. 가상이지만 코너와 조금 더 가까워졌다고 느끼며, 자신이 듣고싶었던 위로의 말, 아마도 코너도 듣고싶어했을지 모를 말들을 스스로에게 해주는 것. 그리고 상처받은 유가족들과 익명의 수많은 이들에게 자신이 작은 도움이 된다는 사실. 그게 나무에서 떨어진 후에도 자신을 계속해서 살도록 만들 유일한 해답이라고 믿었을테죠. 물론 그 생각은 당연히 틀린 것이지만요. 에반이 저지른 일은 나쁘지만 거기에 대고 손가락질하고 싶지는 않아요. 죽음보다 끔찍하게 여겼던 혼자의 삶, 모든 것을 책임져야하는 최악의 상황에서 도망치지 않고 기꺼이 살아가기를 선택한 용기에 박수 치고 싶어요. 극이 끝난 후에도 여전히 에반은 친구가 없고, 돈이 없고, 엄마는 여전히 바쁘겠죠. 모든 것은 제자리고 인생은 한순간 나아지지 않을거에요. 나 역시 자주 죽음을 생각하다 이내 마음을 고쳐먹지만, 살기로 결심한다면 그 순간부터 진짜 사투가 시작되리라는 것을 알고 있어요. 그렇기에 진정한 용기를 얻고 싶은 사람들에게 추천하는 영화입니다. 우리는 혼자가 아니고, 함께 이겨낼 수 있다고요. 한심하고 용서할 수 없는 나 자신에게, 다시한번 기회를 주는거에요. 친애하는 나에게(Dear me), 진심을 담아 내가요(Sincerely, Me). ",8
고장난 론,뻔한 스토리이지만 재미 있게 봤습니다. 미취학 아동들에게는 조금 어렵네요. ,7
듄,떡밥만 던지고 킹받네 ,1
싱크홀,넷플로 봤는데 생각보다 재밌었어요. 만족스러웠음. ,10
악인은 너무 많다 2: 제주 실종사건의 전말,너무 재미없어요 ㅡㅡㅌㄷ ,10
파이트 클럽,할말이없다 10자 10자 10자 ,10
파이트 클럽,할말이없다 10자 10자 10자 ,10
고장난 론,큰 기대 없이 봤는데 생각보다 더 감동적이었어요. ,10
이터널스,그냥 보면안되는 영화.... ,1
펄프 픽션,어릴때 비디오 출시되자마자 하도 유명해서 초등학생때 봤는데 정말 너무 너무 지루했어요;; 하품을 몇번이나 했는지.. 근데 나이가 먹어갈수록 나이가 들수록 다시보면 볼수록 이 영화 정말 정말 재미있고 느껴지는게 다릅니다.. 어른들의 영화라고 할까요.. 그 시절에는 정말 센세이셔널했겠다 싶습니다. ,10
이터널스,듄이 10점 이라고 한다면 이터널은 4점 입니다sf 좋아하는 저는 극장에서 어지간 하면 몰입 하는데햐~ 이거는 아니네요 ,4
장르만 로맨스,"매력있는 사람들과 매력있는 내용, 매력있는 영화였다. ",10
장르만 로맨스,기대이하네요..재미없어요 ,1
강릉,김세준배우가 연기한 회장님의 뜻을 지키려는 의리파 유오성. 결코 약한게 아니라 의리를 지키려했던것뿐! 장르의 특성에서 영화적으로만 본다면 장혁의 나만을 위한 욕심과 유오성의 우리를 위한 의리.믿고따르는 오대환! 재밌게 봤습니다! 장혁의 광기어린 역할에있어 초반 씬에 기대어 후반부에 유추했어야하는 부분도 있었어요! 깊은 의미를 두지않고 회장님 대사와 유오성 오대환의 역할에 따라가면서 이 영화를 본다면 재밌었어요. ,10
듄,SF장르를 좋아하는 사람들은 재미 있어 할거 같습니다. 영화를 보고 원작에 호기심이 생겼습니다 ! 저는 추천 합니다 ~ ,10
장르만 로맨스,훌륭한 대배우들을 데리고 ㅠ 이런영화를 찍다니혼동그자체내가 문해력부족이야?이해력부족이야그생각하다 영화끝남 ,2
프렌치 디스패치,자막이 빨라도 너무 빨라서 자막 1/2는 이해 못했음... 웨스 앤더슨 영화답게 영상미는 정말 아름답고 적어도 2~3번은 초집중해서 봐야 온전히 이해할 수 있을 것 같다. 자막이 빠른것도 빠른건데 번역이 너무 불친절했음. ,7
터미널,우연히 방송을 통해 보게 됐다. 이번에 처음 본 영화가 아니데… 마지막 장면까지 시간이 가는줄 모르고 보고 있었다. 작은 감동과 재미까지… 주연 외 조연들의 연기가 훌륭한 작품! ,10
원탁의 천사,감동적이네요 눈물 펑펑 쏟음 ,10
레드 노티스,"똑똑한 빌런들을 만들고 싶은데 제작진들 실력이 부족하니 세계관 전체 지능을 낮춰버렸네... 너무 가벼운 통수의 연속이라 속임수나 통수가 나와도 별느낌이 없음... 그냥 난 사실 이렇게 저렇게 했지롱~ 이라하면, 그랬니? 난 이러이러저러저러했지롱의 무한 반복.... ",6
팅커 테일러 솔저 스파이,잘 봤습니다 ,9
레드 노티스,어마무시한 셋 모아서 쫄작을 만들다니. 감상포인트 없다 ,2
강릉,개 노 잼유오성 형님 오랜만에 봐서 좋았습니다. ,1
에이리언 4,우주공포물 장르를 제대로 살려낸 수작. 아트팀이 정말 고생한듯함. 음향 시각 조명 뭐하나빠질 것 없이 완벽하다. 에이리언이 달려오는데 총쏠생각없이 도망만 치려는 모습이나 동료가 소리치는데도 뒤늦게 총을쏜다거나 하는 디테일함이 아쉽지만 시고니위버를 다시 등장시키면서도 어색하지않은 시놉시스가 좋았음. 해피엔딩까지! 4편이 개인적으로 2편 다음으로 가장 재밌었음 ,10
장르만 로맨스,후..역시김치영화는 돈주고보는거아니다 예고편에 속아 기대하고 본 내가OOhin이다.뜬금없는스토리전개..그래서하고싶은말이뭐냐??이도저도아닌장황한 관계설정..류승룡가지고 뭘한거지? ,1
싱크홀,119는 아무것도 한게 없네요. ,6
터미널,감동그자체ㅜㅜ...! ,10
아름다운 청년 전태일,이런 쓸데없는영화사회분열을 조장하는 못사는시절에 있던일을 미화시키는 이런건 만들면 안된다이런게 왜곡이다 ,1
장르만 로맨스,대박 이런 영화가 나오다니 ,10
이터널스,그냥  기대없이  보시는게 ..  지겨울수도 있습니다  .. ,2
싱크홀,재밌고 감동적입니다. ,10
인 더 하이츠,인 더 하이츠 ,7
터미널,언제봐도 기분좋아지고 눈물 쏙빼는영화 ,10
귀멸의 칼날: 나타구모산 편 ,캬 좋아요 꼭 보세용!! ,10
터미널,꼭 보길~따뜻해지고 싶은사람들은. ,10
캐시트럭,재밌어요! ,9
극장판 귀멸의 칼날: 무한열차편,너무 재밌어요! ,10
시동,그럭저럭 볼만한 오락영화로 배우들이 좋다 ,7
터미널,진짜 많이 재밌었다. ,10
터미널,진짜 많이 재밌었다. ,10
터미널,진짜 많이 재밌었다. ,10
싱크홀,재밌었다 ㅋㅋㅋ 존버해서 오늘 넷플로 봤는데 재밌넹~♡ ,8
"쿠오바디스, 아이다",너무 가슴 아픈 역사입니다 ,10
소울,매 순간을 즐기며 최선을 다하는 인생을 살자 ,10
장르만 로맨스,이상한 맛에 보는 여러가지 로맨스의 탈을 쓴 엉망진창 우리 사는 이야기 ,5
프렌치 디스패치,재밌다 앤더슨 영화답다 ,10
보스 베이비 2,너무 웃겨요 재밌게 봤습니다! ,9
터미널,빡빡이새끼 억지에 고집 오지네 전형적인 꼰대 ,10
터미널,빡빡이새끼 억지에 고집 오지네 전형적인 꼰대 ,10
터미널,빡빡이새끼 억지에 고집 오지네 전형적인 꼰대 ,10
랑종,무섭다기보단 기괴해서 좀 불쾌해요 재밌게 봤습니다 ,7
싱크홀,코믹도 있고 감동도있고 가족들과 함께 보기 좋은영화에요~^^ ,10
얼굴없는 보스 : 못다한 이야기 감독판,뭐 볼게 있다고 감독판까지 내냐? ㅋㅋ ,2
장르만 로맨스,내용도 그닥 재미도 없고 30분 졸았음. 보지마 ,2
블랙 위도우,재밌는데 좀 아쉽네요 ,9
귀문,시작은 뭔가 있을듯했으나 시작만 거창하고 나머지는 그냥 소리만지르다 끝남!엔딩도 허무하고 그냥한마디로 별로임. ,2
터크 애버래스팅,배경도 의상도 주인공들도 너무 예뻐서 눈호강 하는 영화예요 여운이 깊게 남을 것 같네요 ㅠㅠ ,10
싱크홀,신선하다~~~~!!차승원개간지ㅜㅜ ,10
싱크홀,재미는 있어요 ㅋㅋ차승원ㅋㅋㅋㅋ 전 차승원 얼굴만 봐도 웃겨요ㅋㅋ ,8
암살자들,놀랍네요 ,10
싱크홀,웃음코드 잘맞아서 전 재밌게봄ㅋㅋㅋ리뷰보면 확실히 사람마다 개그코드가 다른듯..극한직업 이런건 재미없었는데 이건 박장대소함ㅋㅋ ,10
샹치와 텐 링즈의 전설,개존잼!!!! 이게 액션이지 ,10
프리 가이,너무 재밌어요! ,9
굿타임,들개같이 내달리는 쩌는 영화 ,8
이터널스,마블영화붕에 이렇게 재미가없는게 또나올줄이야.. ,2
이터널스,마블영화붕에 이렇게 재미가없는게 또나올줄이야.. ,2
이터널스,마블영화붕에 이렇게 재미가없는게 또나올줄이야.. ,2
너에게 가는 길,용기를 위로를 아낌없이 주는 영화 ,10
이터널스,나름 재밌게 보긴 했는데 그 전 마블 작품들보다는 떨어지는건 사실 다만 셀레스트리얼 묘사와 마블의 웅장한 세계관을 그려보려하니 연출이 힘들었던듯..그래도 후속편 기대할게요 ,7
그린 나이트,어려운데 지루하진 않았어요 재밌게 봤습니다~ ,8
싱크홀,전체적으로 낮은 수준 붕뜬 분위기 발연기 ,2
장르만 로맨스,가볍게 시작부터 끝까지 웃으면서 볼수있는영화 ㅎㅎ ,10
싱크홀,"휴...., .... ",1
모가디슈,너무 재밌게 봤습니다~ ,10
이터널스,"서사 깊은 유일한 마블, 색달랐고 영상미는 마블 중 최고 ",7
더 수어사이드 스쿼드,재밌어요~ ,8
세버그,과연 20대 여성이 좋아하는 이유가 있군요 ,1
"극장판 포켓몬스터: 정글의 아이, 코코",감동적이에요 ,8
해리 포터와 마법사의 돌,몇 번을 봐도 재밌어요 ,10
동네사람들,왤케 평점이 낮지??! 기대없이 봐서 그런가!. 그냥 보기에 괜찮았어요 ㅎㅎ 암튼 한마디로 아저씨2탄 같은 영화! 잘 봤습니당 ,8
이터널스,진짜 재밌어여여여!! ,10
너의 이름은.,재미있어요! ,10
싱크홀,재미는 하나도없고 보는내내 가슴이 답답함 ,1
날씨의 아이,재미있어요~ ,8
007 노 타임 투 다이,이걸보기전에 전편 스펙터를꼭보고보셔야 스토리완성도가높음  레아세이두 이쁨 괜춘햐 봐봐 ,8
샹치와 텐 링즈의 전설,재미있어요~ ,8
고장난 론,론 너무 귀여워요 ,8
007 노 타임 투 다이,너무 아쉬워요 ,7
베놈 2: 렛 데어 비 카니지,좀 아쉬운데 재밌어요 ,7
다키스트 아워,마음을 바꾸지 않는 사람은 아무것도 못바꾼다. ,10
랑종,왜 평점이 낮은지 이해가 갔어요 ,2
베놈 2: 렛 데어 비 카니지,카니지가 이렇게 허무하게 사라질 줄은.. 쿠키영상은 좋았다. ,6
용과 주근깨 공주,노래는 너무 좋았습니다 ,6
그래비티,다시 봐도 재밌네요 ,8
비스티 보이즈,뭔가 애잔함이 있음. 저쪽 세계는 진짜 저러할 거 같음. 누가 다큐멘터리라고 했는데 그말 찰떡.. 한번 저 세계에 발들이면 영원히 못빠져 나올듯...윤진서 마지막 연기는 진짜 너무 어설펐음.. 완젼 예쁜 텐프로 설정도 좀 아닌듯... 윤계상은 아직 연기 초보라 그런지 초보티 많이 남... 아쨋건 내용이나 연출은 2021년에 봐도 그리 나쁘지 않은듯 ,7
장르만 로맨스,그냥 그냥 심심한 영화이다. ,5
"틱, 틱... 붐!",노래가 너무 좋아요 재밌게 봤습니다~ ,8
조작된 도시,생각보다 너무재미있게봤어요 ,10
재혼의 기술,어휴 그나마 러닝타임이 짧아서 다행.. 안주는 맛있겠네 ,5
싱크홀,"기대하며 봤는데.. 좋은 배우들 고생한 것만 눈에 보이고, 연출 대본 너무 아쉬웠어요. 심각한 상황에 긴장감이 아닌 시덥잖은 개그요소를 넣었고, 어느 장단에 맞춰야할지 난해했어요. 진짜 이런 일이 생겼을 때, 영화에서 처럼 행동하면... 제발 그만해! 이러다 다 죽어! ",4
제8일의 밤,재미없어요 시간 아까워 !! ,1
걸캅스,팩트 여경은 사건이 터지면 시민을 냅두고 도주를 한다! ,1
싱크홀,"억지 웃음,감동  최근본 영화중 최고인듯....시간낭비 ",1
귀멸의 칼날: 남매의 연,귀멸의 칼날:남매의 연 ,8
귀멸의 칼날: 나타구모산 편 ,큰 화면으로 보니 좋네요 재밌게 봤습니다~ ,8
듄,파트2가 기대되네요 재밌게 봤습니다~ ,8
프렌치 디스패치,자막 읽느라 바빴지만 재밌게 봤습니다~ ,8
이터널스,왜 재미없다고 하는지 알듯  스토리가 무슨 왔다리 갔다리 사랑꾼들이야 아주 .. 솔직히 배우들 연기땜에 보는듯 ,4
너에게 가는 길,길을 걷다가 문득 뒤를 돌아보았을 때 따뜻한 눈빛으로 계속 그 길을 가도 좋다고 격려해주는 사람이 있다면... 그리고 그 사람이 내가 힘들어서 주저앉고 싶을 때 앞에서 나와 함께 걸어준다면... 우리가 힘들 때 다 그만두고 싶을 때 힘을 보태줄 다른 사람들이 곁에 있다면...가시밭길도 어둠도 두렵지 않을 것이다. 그 희망을 두 어머님을 통해서 보았다. 몇 번 울컥하는 걸 참았는데 그 이유는 내 앞과 왼쪽에서 울고 있는 분들보다 울음을 잘 참는 사람이기 때문에...이 영화 모르는 사람 없게 해주세요.많은 사람이 영화를 봤으면 좋겠다. ,10
장르만 로맨스,예상 밖의 스토리. 재밌게 봤습니다~ ,8
이터널스,이터널스 ,5
장르만 로맨스,출연배우가 좋아서 선택했음 ,7
디어 에반 핸슨,배우들마다 연기도 좋은것같고 OST도 너무 좋았다 호불호는 있을것같지만 나는 재밌게본것같다 뮤지컬좋아하는 사람들은 좋아할것같다 ,10
강릉,돈아까움 안본눈 삽니다 ,1
이터널스,영상미는 마블답게 겁나 짱짱하고 마동석의 싸대기를 마블표 액션으로 볼 수 있는 것은 진짜 최고다. 근데 마무리에 개연성이 좀 떨어지듯이 느껴지고 후속편에 대한 예고로 깔끔하지 못한 마무리가 갠적으로 많이 아쉽다. 설정에 대한 설명을 하는 씬이 길어서 그것도 좀 아쉬운 부분이다. ,8
디어 에반 핸슨,남주가 신동엽 닮았어요. 그래서 뭔가 몰입이... 물론 뮤지컬영화라 음악은 좋았지만 중간중간 지루했던.. 남주 행동도 조금 이해안가는 부분이 있었고..그래도 나쁜영화는 아녓습니다. ,8
싱크홀,재미만있구먼평점 뭐징ㅋ ,10
디어 에반 핸슨,"배우들의 연기와 노래만 좋았음.원작을 모르고 영화만으로 처음 접한 내가 보기엔스토리개연성이 너무 뚝뚝 끊겨서 뭘 말하고자 하는지 확실하게 모르겠음.그저 심신미약을 옹호해주는 영화인가 싶음.주인공이 정신적으로 힘들어서 자살하려 했다는것과 주인공이 거짓말한건 전혀 별개의 문제라고 생각함.자살하려 했다는걸 가지고 주인공이 어떤 심정으로 거짓말을 했을지 이해가 된다는 사람들이 이해가안됨주인공이 코너가족에게 자신이 부족한걸 가지고 싶었기에 거짓말을 했다고 고백하는 장면과 모든건 거짓말이었다고 인스타에 올리는 장면이 있는데이걸 용기있는 행동이라고 옹호하는것도 이상한게, 너무 주인공 입장에서만 생각한거같음.현실에서 누군가가 저런 거짓말을 하면서 유가족과 친해질정도로 가까워 졌다면 진실을 알았을때 난 소름끼칠것 같음.그걸  잘못을 고백하는 용기! 이러면서 옹호하는게 맞는건가 싶음후반부에 주인공이 거짓말 한걸 만회하려고 노력하는 것처럼 연출하긴 했지만 글쎄;이 영화가 나에게 감동을 주지 못한건 모든사건이 거짓으로 부터 시작해서 그런거같기도 하고어디서 감동 포인트를 잡아야 되는건지도 모르겠음힘든사람 많아요! 함께 이겨내요! 하는게 감동 포인트인가?그러기엔 영화 내용이 그걸 중점적으로 잡지 못한거 같은데또 위와는 별개로 조이가 하는 대사중에 '오빠가 죽고나서 친한척 하는 애들이 많아졌다'이런 내용이 있는데 이때까지만 해도 평소에 관심없다가 죽으면 RIP거리면서 인터넷으로 추모 하는걸 비판하는건가 싶다가도 영화를 계속 보다보면 그런것 같지도 않음 ",4
학교 전설,뭔가 옛날 쯔꾸르 겜같음 ,6
이터널스,기대를 안하고 봐서인지 재미있게 잘봤어요..서사 내용이 길긴하지만 중간마다의 액션씬과 영상미가 좋았고 마동석과 안젤리나졸리의 케미가 좋았습니다 저는 재미있게 잘봤어요♡ ,9
강릉,엄청  재밌게 봤어요배우들의 연기도 감동추가요 ,10
더 퍼지: 포에버,"이제 피해자 관점이 아니라, 가해자 관점에서 이 영화를 써 내려가는 것도 괜찮을 것 같다.기생충처럼 부자가 악인이 아니라, 사회적 약자가 악인이라는 메시지를 던진 것처럼 말이다. ",10
듄,영상미가 인상적입니다. ,8
장르만 로맨스,무슨내용인지 1도모르겠음 ,1
해바라기,굿!굿!굿!굿!굿!굿! ,10
호빗 : 뜻밖의 여정,재미있어요~ ,8
너에게 가는 길,따봉 따따봉이었습니다. ,10
마계의 딸,개어이없어 ,7
장르만 로맨스,망작 유치 내눈 아 시간아까워 ,2
베놈 2: 렛 데어 비 카니지,베놈 1편 기억 안나시면 꼭 보고가시는걸 추천드려요 ,9
이터널스,스케일은 큰 듯 내용은 시시와 유치 사이 ,6
이터널스,평점이 낮아서 별로 기대안했는데 저는 한번도 안졸고 즐겁게 잘봤습니다~! ㅎㅎ ,10
아바타,평점 왜이러냐..9점 후반은 돼야지 ,10
마법에 걸린 사랑,10년전 고2 기말고사 끝나고 정컴시간에 선생님이 처음으로 이 영화 틀어줬음.. 처음엔 다 이게 뭐냐며 집중 안했는데 어느새 반 아이들 모두가 화장실도 안가고 집중함 ㅠ 여고생의 맘이 몽글해졌고 10년이 지난 지금도 생각 날때마다 계속 보는 영화.. ,10
이터널스,ㅈㄴ 재밋는데 왜 재미없다구 하세요 ㅠㅠ 마블 좋아하는사람들을 진짜 재밌게 볼수 있을듯요 ,10
싱크홀,웃음 눈물  감동 자체입니다. ,10
장르만 로맨스,사랑이란 누가하든 누굴 사랑하든 관계성과 상관없이 아름다운것 이다...쓸데없이 집착할 필요도 복잡하게 생각할 필요도 아파할 필요도 없다그저 그 자체로 아름답고 소중한 것이다 ,10
레지던트 이블 4: 끝나지 않은 전쟁 3D,근데 어디서부턴가 영화액션신이 처음부터끝까지 슬로우모션으로 느리게 연출하더군요  긴장감도 없고 러닝타임 날로먹네  액션신이 정말 지루해요 ,4
1984 최동원,영화잘봤습니다 최동원선수가 롯데 레전드이지만 앞으로 꼭기억하겠습니다 ㅠ ,10
프렌치 디스패치,믿고보는 웨스 앤더슨 영상미 ,6
싱크홀,넷플로봐서그런지 욕나올정도는아니고 그럭저럭이였음 돈주고 극장가서봤으면 좀 힘빠졌을듯.. 근데진짜 마지막장면은최악 폭죽도 노래도 진짜 전형적인 와 진짜마지막을 왜 그렇게 끝냈는지 정말 모르겠음 ,6
응징자,전 존나 재밌게 봤습니다. 간만에 희대의 명작 나온듯요. 두 남자 주연 배우의 미친 연기력이 돋보였구요. 그리고 이 감독 영화 특징. 미녀 배우가 많이 나온다는 점. 눈호강 제대로 했구요. 다만 아쉬웠던 부분은. 편의점녀가 너무 불쌍하네요 ㅠㅠ 괜히 주상욱이랑 엮여서 개죽음 당하고 ㅠㅠ 주상욱...편의점녀한테 좀 더 잘해주지.에휴.학폭 하이퍼리얼리즘 지렸습니다. PTSD 오신 분들 많을듯요. 암튼 개꿀잼 영화였습니다. 이 감독 영화들 오락영화로써 나름 재밌는 영화들 많으니까 많이들 찾아보세요~ ,10
싱크홀,음.. 코믹영화일까? 그렇담 실패다 웃기지않으니까. 그럼 재난영화인가? 그럼 완전 실패다. 재난을 당한 사람들이 꼭 살아야하는데 라는 감정공유가 안된다. 웃기지도않은 재난영화. 시간낭비에 가까운 저급 콩트를 유명인들 모아두고 돈OO하는 걸로 보인다. ,2
디어 에반 핸슨,"인생 최고의 영화였어요~~  주인공의 아픔도 공감되었지만, 엄마의 마음에 더 뭉클해지는 감동적인 영화였네요 ",10
인질,와연기력다들굳 류경환연기잘하네여 ,10
007 노 타임 투 다이,나의 마지막 제임스본드 크레이그 굿바이. ,8
레일로드 워,성룡 따거 잘가요~ ,3
샹치와 텐 링즈의 전설,"마블 역사상 최악의 영화를 찾았다. 스토리, 개연성 등 기본을 망각한 채 중국 끼워팔기에 치중한 결과물. ",4
제이슨 본,"본 시리즈의 마지막은 늘 짜릿하다,, 후 이번편에도 심장 부여잡고 봤다..! 해더리도 너무 멋있었고 특히 제이슨본.. 존멋ㅠㅠ 해더리 같은 여자가 되고 싶따ㅠ 후속편은 더 안나오나..? 나올거 같은데 ",10
호빗 : 뜻밖의 여정,호빗의 위대한 여정의 시작  다시봐도 재밌음 ,10
이터널스,워낙악평이라 기대치가 낮은상태에서 봐서인지 볼만은했음 다만 마블영화치고 노잼은 맞음.. 속편을 만든다면 감독부터 제작진들 물갈이가 필요하다봄 ,7
캣우먼,여자의 적은 여자? ,6
듄,오늘부터 이 세상에서 제일 섹시한 이름 Paul ,10
장르만 로맨스,좋은 면은 많고나쁜 면은 없다! ,10
그림자꽃,간첩 미화하느라 용쓴다.감독도 간첩 아님?북조선에 가서 잘 살아라(웃음) ,1
스타워즈: 에피소드 1 -  보이지 않는 위험,약간의 어설픔은 있지만 우주에 대한 상상력을 표현한 것만큼은 인정. ,7
듄,"한마디로 시간 아깝고 돈 아까운 영화.전체적으로 화면이 너무 어둡고, 3시간을 보고 나와도 기억에 남는 장면이 하나도 없다.처음 한시간동안은 인내심을 가지고 봤지만 흥미로운 장면 하나 없어서 결국 포기하고 나머지 두시간은 졸다가 시계만 보다가 나온 영화 ㅠ이런 영화때문에 일요일 휴일을 어두 컴컴한 극장 좁은 좌석에 3시간이나 있었다는게 너무 억울하고 시간이 아깝다..ㅠ게임 매니아가 아니라면 절대 비추합니다!! ",2
싱크홀,진정 한국 감성입니다 간만에 90년대 우리나라 대표영화감성을 느껴 기분좋게 봤습니다 요즘 다양한 장르가 많이 나오지만 가끔 이런 류의 영화가 나오면 반갑고 정감있어 좋은거 같아요 ,10
이터널스,영화 되게 재밌습니다.동석이형 분량도 나쁘지 않고전체적으로 완성도 높은 영화입니다. ,8
레드 노티스,킬링타임으로 볼 만함. 화려한 캐스팅이 좋았음. ,7
